2026-03-27 10:08:40 | INFO     | backend.app.main:create_app:24 | user:anonymous | GenAI Summarizer application initialized
2026-03-27 10:23:15 | INFO     | backend.app.api:batch_summarize:125 | user:test-user | Batch item 'f2.txt' summarized successfully
2026-03-27 10:23:17 | INFO     | backend.app.api:summarize_endpoint:80 | user:test-user | Summarize request: length=short
2026-03-27 10:23:18 | INFO     | backend.app.summarizer.engine:summarize:35 | user:anonymous | Generating short summary for text of 4 characters
2026-03-27 10:23:18 | INFO     | backend.app.summarizer.engine:summarize:35 | user:anonymous | Generating medium summary for text of 14 characters
2026-03-27 10:23:18 | INFO     | backend.app.summarizer.engine:summarize:52 | user:anonymous | Summary generated successfully (17 characters)
2026-03-27 10:23:18 | INFO     | backend.app.summarizer.engine:summarize:35 | user:anonymous | Generating short summary for text of 4 characters
2026-03-27 10:23:18 | ERROR    | backend.app.summarizer.engine:summarize:57 | user:anonymous | Summarization failed: API down
2026-03-27 10:35:57 | INFO     | backend.app.main:create_app:24 | user:anonymous | GenAI Summarizer application initialized
2026-03-27 10:36:12 | INFO     | backend.app.main:create_app:24 | user:anonymous | GenAI Summarizer application initialized
2026-03-27 10:36:23 | INFO     | backend.app.main:create_app:24 | user:anonymous | GenAI Summarizer application initialized
2026-03-27 10:36:23 | INFO     | backend.app.api:summarize_endpoint:80 | user:test-user | Summarize request: length=short
2026-03-27 10:36:23 | INFO     | backend.app.api:summarize_endpoint:80 | user:test-user | Summarize request: length=medium
2026-03-27 10:36:23 | INFO     | backend.app.api:summarize_endpoint:80 | user:test-user | Summarize request: length=long
2026-03-27 10:36:23 | INFO     | backend.app.api:summarize_endpoint:80 | user:test-user | Summarize request: length=short
2026-03-27 10:36:24 | INFO     | backend.app.api:batch_summarize:125 | user:test-user | Batch item 'f1.txt' summarized successfully
2026-03-27 10:36:24 | INFO     | backend.app.api:batch_summarize:125 | user:test-user | Batch item 'f2.txt' summarized successfully
2026-03-27 10:36:24 | INFO     | backend.app.api:summarize_endpoint:80 | user:test-user | Summarize request: length=short
2026-03-27 10:36:25 | INFO     | backend.app.summarizer.engine:summarize:44 | user:anonymous | Generating medium summary for text of 14 characters
2026-03-27 10:36:25 | INFO     | backend.app.summarizer.engine:summarize:45 | user:anonymous | Using Azure OpenAI deployment: your-deployment-name
2026-03-27 10:36:25 | INFO     | backend.app.summarizer.engine:summarize:62 | user:anonymous | Summary generated successfully (17 characters)
2026-03-27 10:36:25 | INFO     | backend.app.summarizer.engine:summarize:44 | user:anonymous | Generating short summary for text of 4 characters
2026-03-27 10:36:25 | INFO     | backend.app.summarizer.engine:summarize:45 | user:anonymous | Using Azure OpenAI deployment: your-deployment-name
2026-03-27 10:36:25 | ERROR    | backend.app.summarizer.engine:summarize:67 | user:anonymous | Summarization failed: API down
2026-03-27 10:36:54 | INFO     | backend.app.main:create_app:24 | user:anonymous | GenAI Summarizer application initialized
2026-03-27 10:37:13 | INFO     | backend.app.main:create_app:24 | user:anonymous | GenAI Summarizer application initialized
2026-03-27 10:37:14 | INFO     | backend.app.api:summarize_endpoint:80 | user:test-user | Summarize request: length=short
2026-03-27 10:37:14 | INFO     | backend.app.api:summarize_endpoint:80 | user:test-user | Summarize request: length=medium
2026-03-27 10:37:15 | INFO     | backend.app.api:summarize_endpoint:80 | user:test-user | Summarize request: length=long
2026-03-27 10:37:15 | INFO     | backend.app.api:summarize_endpoint:80 | user:test-user | Summarize request: length=short
2026-03-27 10:37:15 | INFO     | backend.app.api:batch_summarize:125 | user:test-user | Batch item 'f1.txt' summarized successfully
2026-03-27 10:37:15 | INFO     | backend.app.api:batch_summarize:125 | user:test-user | Batch item 'f2.txt' summarized successfully
2026-03-27 10:37:16 | INFO     | backend.app.api:summarize_endpoint:80 | user:test-user | Summarize request: length=short
2026-03-27 10:37:17 | INFO     | backend.app.summarizer.engine:summarize:44 | user:anonymous | Generating short summary for text of 4 characters
2026-03-27 10:37:17 | INFO     | backend.app.summarizer.engine:summarize:45 | user:anonymous | Using Azure OpenAI deployment: 
2026-03-27 10:37:17 | INFO     | backend.app.summarizer.engine:summarize:44 | user:anonymous | Generating medium summary for text of 14 characters
2026-03-27 10:37:17 | INFO     | backend.app.summarizer.engine:summarize:45 | user:anonymous | Using Azure OpenAI deployment: your-deployment-name
2026-03-27 10:37:17 | INFO     | backend.app.summarizer.engine:summarize:62 | user:anonymous | Summary generated successfully (17 characters)
2026-03-27 10:37:17 | INFO     | backend.app.summarizer.engine:summarize:44 | user:anonymous | Generating short summary for text of 4 characters
2026-03-27 10:37:17 | INFO     | backend.app.summarizer.engine:summarize:45 | user:anonymous | Using Azure OpenAI deployment: your-deployment-name
2026-03-27 10:37:17 | ERROR    | backend.app.summarizer.engine:summarize:67 | user:anonymous | Summarization failed: API down
2026-03-27 10:49:01 | INFO     | backend.app.main:create_app:24 | user:anonymous | GenAI Summarizer application initialized
2026-03-27 10:49:48 | INFO     | backend.app.summarizer.engine:summarize:44 | user:ui_user | Generating medium summary for text of 391 characters
2026-03-27 10:49:48 | INFO     | backend.app.summarizer.engine:summarize:45 | user:ui_user | Using Azure OpenAI deployment: your-deployment-name
2026-03-27 10:49:51 | ERROR    | backend.app.summarizer.engine:summarize:67 | user:ui_user | Summarization failed: Connection error.
2026-03-27 10:49:51 | ERROR    | backend.app.ui:ui_summarize:72 | user:ui_user | UI summarization failed: Summarization failed. Azure OpenAI error: Connection error.
2026-03-27 10:53:41 | INFO     | backend.app.main:create_app:24 | user:anonymous | GenAI Summarizer application initialized
2026-03-27 10:55:25 | INFO     | backend.app.summarizer.engine:summarize:44 | user:ui_user | Generating medium summary for text of 365 characters
2026-03-27 10:55:25 | INFO     | backend.app.summarizer.engine:summarize:45 | user:ui_user | Using Azure OpenAI deployment: openai-model-2153871
2026-03-27 10:55:28 | INFO     | backend.app.summarizer.engine:summarize:62 | user:ui_user | Summary generated successfully (367 characters)
2026-03-27 10:55:28 | INFO     | backend.app.ui:ui_summarize:69 | user:ui_user | UI summarization successful
2026-03-27 11:28:39 | INFO     | backend.app.main:create_app:24 | user:anonymous | GenAI Summarizer application initialized
2026-03-27 11:29:29 | INFO     | backend.app.main:create_app:24 | user:anonymous | GenAI Summarizer application initialized
2026-03-27 11:29:57 | INFO     | backend.app.main:create_app:24 | user:anonymous | GenAI Summarizer application initialized
2026-03-27 11:30:02 | INFO     | backend.app.summarizer.engine:summarize:44 | user:anonymous | Generating short summary for text of 4 characters
2026-03-27 11:30:02 | INFO     | backend.app.summarizer.engine:summarize:45 | user:anonymous | Using Azure OpenAI deployment: 
2026-03-27 11:30:02 | INFO     | backend.app.summarizer.engine:summarize:44 | user:anonymous | Generating medium summary for text of 14 characters
2026-03-27 11:30:02 | INFO     | backend.app.summarizer.engine:summarize:45 | user:anonymous | Using Azure OpenAI deployment: openai-model-2153871
2026-03-27 11:30:02 | INFO     | backend.app.summarizer.engine:summarize:62 | user:anonymous | Summary generated successfully (17 characters)
2026-03-27 11:30:02 | INFO     | backend.app.summarizer.engine:summarize:44 | user:anonymous | Generating short summary for text of 4 characters
2026-03-27 11:30:02 | INFO     | backend.app.summarizer.engine:summarize:45 | user:anonymous | Using Azure OpenAI deployment: openai-model-2153871
2026-03-27 11:30:02 | ERROR    | backend.app.summarizer.engine:summarize:67 | user:anonymous | Summarization failed: API down
2026-03-27 11:34:29 | INFO     | backend.app.main:create_app:24 | user:anonymous | GenAI Summarizer application initialized
2026-03-27 11:35:18 | INFO     | backend.app.main:create_app:24 | user:anonymous | GenAI Summarizer application initialized
2026-03-27 11:35:42 | INFO     | backend.app.main:create_app:24 | user:anonymous | GenAI Summarizer application initialized
2026-03-27 11:35:43 | INFO     | backend.app.summarizer.engine:summarize:97 | user:anonymous | Generating short summary for text of 4 characters
2026-03-27 11:35:43 | INFO     | backend.app.summarizer.engine:summarize:98 | user:anonymous | Using Azure OpenAI deployment: 
2026-03-27 11:35:43 | INFO     | backend.app.summarizer.engine:summarize:97 | user:anonymous | Generating medium summary for text of 14 characters
2026-03-27 11:35:43 | INFO     | backend.app.summarizer.engine:summarize:98 | user:anonymous | Using Azure OpenAI deployment: openai-model-2153871
2026-03-27 11:35:43 | INFO     | backend.app.summarizer.engine:summarize:112 | user:anonymous | Summary generated successfully (17 characters)
2026-03-27 11:35:43 | INFO     | backend.app.summarizer.engine:summarize:97 | user:anonymous | Generating short summary for text of 4 characters
2026-03-27 11:35:43 | INFO     | backend.app.summarizer.engine:summarize:98 | user:anonymous | Using Azure OpenAI deployment: openai-model-2153871
2026-03-27 11:35:43 | ERROR    | backend.app.summarizer.engine:summarize:117 | user:anonymous | Summarization failed unexpectedly: RuntimeError: API down
2026-03-27 11:35:43 | WARNING  | backend.app.summarizer.engine:_call_with_retry:60 | user:anonymous | Azure OpenAI transient error (attempt 1/3): APIConnectionError: Connection error.. Retrying in 0.0s...
2026-03-27 11:35:43 | INFO     | backend.app.summarizer.engine:_call_with_retry:54 | user:anonymous | Azure OpenAI call succeeded on attempt 2
2026-03-27 11:35:43 | WARNING  | backend.app.summarizer.engine:_call_with_retry:60 | user:anonymous | Azure OpenAI transient error (attempt 1/2): RateLimitError: rate limited. Retrying in 0.0s...
2026-03-27 11:35:43 | ERROR    | backend.app.summarizer.engine:_call_with_retry:66 | user:anonymous | Azure OpenAI failed after 2 attempts: RateLimitError: rate limited
2026-03-27 11:35:43 | WARNING  | backend.app.summarizer.engine:_call_with_retry:60 | user:anonymous | Azure OpenAI transient error (attempt 1/2): APITimeoutError: Request timed out.. Retrying in 0.0s...
2026-03-27 11:35:43 | ERROR    | backend.app.summarizer.engine:_call_with_retry:66 | user:anonymous | Azure OpenAI failed after 2 attempts: APITimeoutError: Request timed out.
2026-03-27 11:35:43 | WARNING  | backend.app.summarizer.engine:_call_with_retry:60 | user:anonymous | Azure OpenAI transient error (attempt 1/3): APIConnectionError: Connection error.. Retrying in 1.0s...
2026-03-27 11:35:43 | WARNING  | backend.app.summarizer.engine:_call_with_retry:60 | user:anonymous | Azure OpenAI transient error (attempt 2/3): APIConnectionError: Connection error.. Retrying in 2.0s...
2026-03-27 11:35:43 | ERROR    | backend.app.summarizer.engine:_call_with_retry:66 | user:anonymous | Azure OpenAI failed after 3 attempts: APIConnectionError: Connection error.
2026-03-27 11:35:43 | WARNING  | backend.app.summarizer.engine:_call_with_retry:60 | user:anonymous | Azure OpenAI transient error (attempt 1/3): APITimeoutError: Request timed out.. Retrying in 0.0s...
2026-03-27 11:35:43 | WARNING  | backend.app.summarizer.engine:_call_with_retry:60 | user:anonymous | Azure OpenAI transient error (attempt 2/3): APITimeoutError: Request timed out.. Retrying in 0.0s...
2026-03-27 11:35:43 | INFO     | backend.app.summarizer.engine:_call_with_retry:54 | user:anonymous | Azure OpenAI call succeeded on attempt 3
2026-03-27 11:49:37 | INFO     | backend.app.main:create_app:24 | user:anonymous | GenAI Summarizer application initialized
2026-03-27 11:49:42 | INFO     | backend.app.summarizer.service:process_and_summarize:33 | user:user1 | Summarize request: length=short
2026-03-27 11:49:42 | INFO     | backend.app.summarizer.service:process_and_summarize:56 | user:user1 | Summarization completed: source=text
2026-03-27 11:49:42 | INFO     | backend.app.summarizer.service:process_and_summarize:33 | user:user1 | Summarize request: length=medium
2026-03-27 11:49:42 | INFO     | backend.app.summarizer.service:process_and_summarize:56 | user:user1 | Summarization completed: source=file
2026-03-27 11:49:42 | INFO     | backend.app.summarizer.service:process_and_summarize:33 | user:user1 | Summarize request: length=long
2026-03-27 11:49:42 | INFO     | backend.app.summarizer.service:process_and_summarize:56 | user:user1 | Summarization completed: source=file
2026-03-27 11:49:42 | INFO     | backend.app.summarizer.service:process_and_summarize:33 | user:user1 | Summarize request: length=short
2026-03-27 11:49:42 | INFO     | backend.app.summarizer.service:process_and_summarize:56 | user:user1 | Summarization completed: source=url
2026-03-27 11:49:42 | INFO     | backend.app.summarizer.service:process_and_summarize:33 | user:anonymous | Summarize request: length=medium
2026-03-27 11:49:42 | INFO     | backend.app.summarizer.service:process_and_summarize:33 | user:anonymous | Summarize request: length=medium
2026-03-27 11:49:42 | INFO     | backend.app.summarizer.service:process_and_summarize:33 | user:anonymous | Summarize request: length=medium
2026-03-27 11:49:42 | INFO     | backend.app.summarizer.service:process_and_summarize:33 | user:anonymous | Summarize request: length=medium
2026-03-27 11:49:42 | INFO     | backend.app.summarizer.service:process_and_summarize:33 | user:anonymous | Summarize request: length=short
2026-03-27 11:49:42 | INFO     | backend.app.summarizer.service:process_and_summarize:56 | user:anonymous | Summarization completed: source=text
2026-03-27 11:49:42 | INFO     | backend.app.summarizer.service:process_and_summarize:33 | user:anonymous | Summarize request: length=medium
2026-03-27 11:49:42 | INFO     | backend.app.summarizer.service:process_and_summarize:56 | user:anonymous | Summarization completed: source=text
2026-03-27 11:49:42 | INFO     | backend.app.summarizer.service:process_and_summarize:33 | user:anonymous | Summarize request: length=long
2026-03-27 11:49:42 | INFO     | backend.app.summarizer.service:process_and_summarize:56 | user:anonymous | Summarization completed: source=text
2026-03-27 11:49:42 | INFO     | backend.app.summarizer.service:process_and_summarize:33 | user:anonymous | Summarize request: length=medium
2026-03-27 11:49:42 | INFO     | backend.app.summarizer.service:process_and_summarize:56 | user:anonymous | Summarization completed: source=text
2026-03-27 11:49:42 | INFO     | backend.app.summarizer.service:process_and_summarize:33 | user:anonymous | Summarize request: length=tiny
2026-03-27 11:49:42 | INFO     | backend.app.summarizer.service:process_and_summarize:33 | user:u1 | Summarize request: length=short
2026-03-27 11:49:42 | INFO     | backend.app.summarizer.service:process_and_summarize:56 | user:u1 | Summarization completed: source=file
2026-03-27 11:49:42 | INFO     | backend.app.summarizer.service:batch_process:82 | user:u1 | Batch item 'f1.txt' summarized successfully
2026-03-27 11:49:42 | INFO     | backend.app.summarizer.service:process_and_summarize:33 | user:u1 | Summarize request: length=short
2026-03-27 11:49:42 | INFO     | backend.app.summarizer.service:process_and_summarize:56 | user:u1 | Summarization completed: source=file
2026-03-27 11:49:42 | INFO     | backend.app.summarizer.service:batch_process:82 | user:u1 | Batch item 'f2.pdf' summarized successfully
2026-03-27 11:49:42 | INFO     | backend.app.summarizer.service:process_and_summarize:33 | user:u1 | Summarize request: length=short
2026-03-27 11:49:42 | INFO     | backend.app.summarizer.service:process_and_summarize:56 | user:u1 | Summarization completed: source=file
2026-03-27 11:49:42 | INFO     | backend.app.summarizer.service:batch_process:82 | user:u1 | Batch item 'f3.docx' summarized successfully
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.service:process_and_summarize:33 | user:u1 | Summarize request: length=medium
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.service:process_and_summarize:56 | user:u1 | Summarization completed: source=file
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.service:batch_process:82 | user:u1 | Batch item 'ok1.txt' summarized successfully
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.service:process_and_summarize:33 | user:u1 | Summarize request: length=medium
2026-03-27 11:49:43 | WARNING  | backend.app.summarizer.service:batch_process:84 | user:u1 | Batch item 'bad.xyz' failed: Failed to extract text from the provided input. corrupt file
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.service:process_and_summarize:33 | user:u1 | Summarize request: length=medium
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.service:process_and_summarize:56 | user:u1 | Summarization completed: source=file
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.service:batch_process:82 | user:u1 | Batch item 'ok2.txt' summarized successfully
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.service:process_and_summarize:33 | user:anonymous | Summarize request: length=medium
2026-03-27 11:49:43 | WARNING  | backend.app.summarizer.service:batch_process:84 | user:anonymous | Batch item 'f1.txt' failed: Failed to extract text from the provided input. bad
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.service:process_and_summarize:33 | user:anonymous | Summarize request: length=medium
2026-03-27 11:49:43 | WARNING  | backend.app.summarizer.service:batch_process:84 | user:anonymous | Batch item 'f2.txt' failed: Failed to extract text from the provided input. bad
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.service:process_and_summarize:33 | user:batch_user | Summarize request: length=medium
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.service:process_and_summarize:56 | user:batch_user | Summarization completed: source=file
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.service:batch_process:82 | user:batch_user | Batch item 'f1.txt' summarized successfully
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.service:process_and_summarize:33 | user:batch_user | Summarize request: length=medium
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.service:process_and_summarize:56 | user:batch_user | Summarization completed: source=file
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.service:batch_process:82 | user:batch_user | Batch item 'f2.txt' summarized successfully
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.service:process_and_summarize:33 | user:anonymous | Summarize request: length=medium
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.service:process_and_summarize:33 | user:anonymous | Summarize request: length=medium
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.service:process_and_summarize:33 | user:anonymous | Summarize request: length=medium
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.service:process_and_summarize:33 | user:anonymous | Summarize request: length=medium
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.service:process_and_summarize:33 | user:anonymous | Summarize request: length=medium
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.service:process_and_summarize:33 | user:anonymous | Summarize request: length=medium
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.service:process_and_summarize:33 | user:alice | Summarize request: length=short
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.service:process_and_summarize:56 | user:alice | Summarization completed: source=text
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.service:process_and_summarize:33 | user:bob | Summarize request: length=medium
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.service:process_and_summarize:56 | user:bob | Summarization completed: source=text
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.service:process_and_summarize:33 | user:bob | Summarize request: length=medium
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.service:process_and_summarize:56 | user:bob | Summarization completed: source=text
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.service:process_and_summarize:33 | user:bob | Summarize request: length=medium
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.service:process_and_summarize:56 | user:bob | Summarization completed: source=text
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.service:process_and_summarize:33 | user:alice | Summarize request: length=medium
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.service:process_and_summarize:56 | user:alice | Summarization completed: source=text
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.service:process_and_summarize:33 | user:bob | Summarize request: length=medium
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.service:process_and_summarize:56 | user:bob | Summarization completed: source=text
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.service:process_and_summarize:33 | user:u1 | Summarize request: length=long
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.service:process_and_summarize:56 | user:u1 | Summarization completed: source=text
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.service:process_and_summarize:33 | user:u1 | Summarize request: length=medium
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.engine:summarize:97 | user:anonymous | Generating short summary for text of 4 characters
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.engine:summarize:98 | user:anonymous | Using Azure OpenAI deployment: 
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.engine:summarize:97 | user:anonymous | Generating medium summary for text of 14 characters
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.engine:summarize:98 | user:anonymous | Using Azure OpenAI deployment: openai-model-2153871
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.engine:summarize:112 | user:anonymous | Summary generated successfully (17 characters)
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.engine:summarize:97 | user:anonymous | Generating short summary for text of 4 characters
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.engine:summarize:98 | user:anonymous | Using Azure OpenAI deployment: openai-model-2153871
2026-03-27 11:49:43 | ERROR    | backend.app.summarizer.engine:summarize:117 | user:anonymous | Summarization failed unexpectedly: RuntimeError: API down
2026-03-27 11:49:43 | WARNING  | backend.app.summarizer.engine:_call_with_retry:60 | user:anonymous | Azure OpenAI transient error (attempt 1/3): APIConnectionError: Connection error.. Retrying in 0.0s...
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.engine:_call_with_retry:54 | user:anonymous | Azure OpenAI call succeeded on attempt 2
2026-03-27 11:49:43 | WARNING  | backend.app.summarizer.engine:_call_with_retry:60 | user:anonymous | Azure OpenAI transient error (attempt 1/2): RateLimitError: rate limited. Retrying in 0.0s...
2026-03-27 11:49:43 | ERROR    | backend.app.summarizer.engine:_call_with_retry:66 | user:anonymous | Azure OpenAI failed after 2 attempts: RateLimitError: rate limited
2026-03-27 11:49:43 | WARNING  | backend.app.summarizer.engine:_call_with_retry:60 | user:anonymous | Azure OpenAI transient error (attempt 1/2): APITimeoutError: Request timed out.. Retrying in 0.0s...
2026-03-27 11:49:43 | ERROR    | backend.app.summarizer.engine:_call_with_retry:66 | user:anonymous | Azure OpenAI failed after 2 attempts: APITimeoutError: Request timed out.
2026-03-27 11:49:43 | WARNING  | backend.app.summarizer.engine:_call_with_retry:60 | user:anonymous | Azure OpenAI transient error (attempt 1/3): APIConnectionError: Connection error.. Retrying in 1.0s...
2026-03-27 11:49:43 | WARNING  | backend.app.summarizer.engine:_call_with_retry:60 | user:anonymous | Azure OpenAI transient error (attempt 2/3): APIConnectionError: Connection error.. Retrying in 2.0s...
2026-03-27 11:49:43 | ERROR    | backend.app.summarizer.engine:_call_with_retry:66 | user:anonymous | Azure OpenAI failed after 3 attempts: APIConnectionError: Connection error.
2026-03-27 11:49:43 | WARNING  | backend.app.summarizer.engine:_call_with_retry:60 | user:anonymous | Azure OpenAI transient error (attempt 1/3): APITimeoutError: Request timed out.. Retrying in 0.0s...
2026-03-27 11:49:43 | WARNING  | backend.app.summarizer.engine:_call_with_retry:60 | user:anonymous | Azure OpenAI transient error (attempt 2/3): APITimeoutError: Request timed out.. Retrying in 0.0s...
2026-03-27 11:49:43 | INFO     | backend.app.summarizer.engine:_call_with_retry:54 | user:anonymous | Azure OpenAI call succeeded on attempt 3
2026-03-27 12:07:03 | INFO     | backend.app.main:create_app:24 | user:anonymous | GenAI Summarizer application initialized
